LevelEditor.g.en-US.resources:mainwindow.baml,Button_3:System.Windows.Controls.Button.$Content,Button,True,True,,#Image_3;
LevelEditor.g.en-US.resources:mainwindow.baml,Image_3:System.Windows.Controls.Image.$Content,None,False,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,Image_3:System.Windows.Controls.Image.Source,None,False,True,,../Resources/Icons/Save_6530.png
LevelEditor.g.en-US.resources:mainwindow.baml,TextBlock_3:System.Windows.Controls.TextBlock.$Content,Text,True,True,,Save
LevelEditor.g.en-US.resources:mainwindow.baml,Separator_5:System.Windows.Controls.Separator.$Content,None,False,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,Button_4:System.Windows.Controls.Button.$Content,Button,True,True,,#Image_4;
LevelEditor.g.en-US.resources:mainwindow.baml,Image_4:System.Windows.Controls.Image.$Content,None,False,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,Image_4:System.Windows.Controls.Image.Source,None,False,True,,../Resources/Icons/Arrow_UndoRevertRestore_16xLG_color.png
LevelEditor.g.en-US.resources:mainwindow.baml,TextBlock_4:System.Windows.Controls.TextBlock.$Content,Text,True,True,,Undo
LevelEditor.g.en-US.resources:mainwindow.baml,Button_5:System.Windows.Controls.Button.$Content,Button,True,True,,#Image_5;
LevelEditor.g.en-US.resources:mainwindow.baml,Image_5:System.Windows.Controls.Image.$Content,None,False,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,Image_5:System.Windows.Controls.Image.Source,None,False,True,,../Resources/Icons/Arrow_RedoRetry_16xLG_color.png
LevelEditor.g.en-US.resources:mainwindow.baml,TextBlock_5:System.Windows.Controls.TextBlock.$Content,Text,True,True,,Redo
LevelEditor.g.en-US.resources:mainwindow.baml,Separator_6:System.Windows.Controls.Separator.$Content,None,False,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,Button_6:System.Windows.Controls.Button.$Content,Button,True,True,,#Image_6;
LevelEditor.g.en-US.resources:mainwindow.baml,Image_6:System.Windows.Controls.Image.$Content,None,False,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,Image_6:System.Windows.Controls.Image.Source,None,False,True,,../Resources/Icons/Symbols_Help_and_inclusive_16xLG.png
LevelEditor.g.en-US.resources:mainwindow.baml,TextBlock_6:System.Windows.Controls.TextBlock.$Content,Text,True,True,,Help
LevelEditor.g.en-US.resources:mainwindow.baml,StatusBar_1:System.Windows.Controls.Primitives.StatusBar.$Content,None,False,True,,#StatusBarItem_1;#StatusBarItem_2;#StatusBarItem_3;
LevelEditor.g.en-US.resources:mainwindow.baml,StatusBar_1:System.Windows.Controls.DockPanel.Dock,None,True,False,,Bottom
LevelEditor.g.en-US.resources:mainwindow.baml,StatusBarItem_1:System.Windows.Controls.Primitives.StatusBarItem.$Content,None,True,True,,#StatusText;
LevelEditor.g.en-US.resources:mainwindow.baml,StatusText:System.Windows.Controls.TextBlock.$Content,Text,True,True,,Ready.
LevelEditor.g.en-US.resources:mainwindow.baml,StatusBarItem_2:System.Windows.Controls.Primitives.StatusBarItem.$Content,None,True,True,,#StatusProgressText;
LevelEditor.g.en-US.resources:mainwindow.baml,StatusProgressText:System.Windows.Controls.TextBlock.$Content,Text,True,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,StatusBarItem_3:System.Windows.Controls.Primitives.StatusBarItem.$Content,None,True,True,,#StatusProgress;
LevelEditor.g.en-US.resources:mainwindow.baml,StatusBarItem_3:System.Windows.Controls.Control.HorizontalContentAlignment,None,False,True,,Stretch
LevelEditor.g.en-US.resources:mainwindow.baml,StatusBarItem_3:System.Windows.Controls.Control.VerticalContentAlignment,None,False,True,,Stretch
LevelEditor.g.en-US.resources:mainwindow.baml,StatusProgress:System.Windows.Controls.ProgressBar.$Content,None,True,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,StackPanel_1:System.Windows.FrameworkElement.Width,None,False,True,,75
LevelEditor.g.en-US.resources:mainwindow.baml,TextBlock_7:System.Windows.Controls.TextBlock.$Content,Text,True,True,,Brush
LevelEditor.g.en-US.resources:mainwindow.baml,TextBlock_7:System.Windows.FrameworkElement.Margin,None,False,True,,5
LevelEditor.g.en-US.resources:mainwindow.baml,BrushSelectionPanel:System.Windows.FrameworkElement.Margin,None,False,True,,5
LevelEditor.g.en-US.resources:mainwindow.baml,CommandBinding_1:System.Windows.Input.CommandBinding.$Content,None,True,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,CommandBinding_2:System.Windows.Input.CommandBinding.$Content,None,True,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,CommandBinding_3:System.Windows.Input.CommandBinding.$Content,None,True,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,CommandBinding_4:System.Windows.Input.CommandBinding.$Content,None,True,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,CommandBinding_5:System.Windows.Input.CommandBinding.$Content,None,True,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,CommandBinding_6:System.Windows.Input.CommandBinding.$Content,None,True,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,CommandBinding_7:System.Windows.Input.CommandBinding.$Content,None,True,True,,
LevelEditor.g.en-US.resources:mainwindow.baml,CommandBinding_8:System.Windows.Input.CommandBinding.$Content,None,True,True,,
